iter	Logloss
994	0.03250790154
995	0.03244603189
996	0.03241301861
997	0.03232979242
998	0.03225088074
999	0.03220243671
1000	0.03217288409
1001	0.03212504647
1002	0.03206644554
1003	0.03197566183
1004	0.03188293345
1005	0.03182298785
1006	0.0317892708
1007	0.03171974756
1008	0.03165907927
1009	0.03161315979
1010	0.03155887726
1011	0.03151137723
1012	0.0314656253
1013	0.03141183459
1014	0.03134006809
1015	0.03129425323
1016	0.0312442417
1017	0.03120134633
1018	0.03113074479
1019	0.03107749222
1020	0.03101813805
1021	0.03093805303
1022	0.03088390109
1023	0.03084509359
1024	0.03080860693
1025	0.03073266344
1026	0.03059718725
1027	0.03055887391
1028	0.03051385656
1029	0.03042982979
1030	0.0303679928
1031	0.03032770073
1032	0.03025252862
1033	0.03020155
1034	0.03016008634
1035	0.03011755307
1036	0.03006658384
1037	0.03002010895
1038	0.02997179141
1039	0.02990895772
1040	0.02987310719
1041	0.02983895999
1042	0.02979216737
1043	0.02975361912
1044	0.02972733118
1045	0.02968249256
1046	0.0296363296
1047	0.02958670832
1048	0.02945966583
1049	0.02941683978
1050	0.02937639592
1051	0.02925321696
1052	0.02917208245
1053	0.0290908919
1054	0.02906005347
1055	0.029019146
1056	0.02895536746
1057	0.02889824594
1058	0.02885069892
1059	0.02873019516
1060	0.02868951383
1061	0.02864942986
1062	0.02861616964
1063	0.02849999846
1064	0.02845878872
1065	0.02840379041
1066	0.02828857604
1067	0.02824501811
1068	0.02817850956
1069	0.02815725051
1070	0.02811475453
1071	0.02808257631
1072	0.0280220745
1073	0.02798003705
1074	0.02792677102
1075	0.02787458169
1076	0.02781563172
1077	0.02774062854
1078	0.0277081441
1079	0.02759855954
1080	0.02756193927
1081	0.02752726236
1082	0.02743207485
1083	0.02740217683
1084	0.02736143276
1085	0.02725063539
1086	0.02721801479
1087	0.02717733702
1088	0.02713749995
1089	0.02709927226
1090	0.02706610022
1091	0.02703774352
1092	0.02701043014
1093	0.02692041056
1094	0.02685801998
1095	0.02675631007
1096	0.0266510059
1097	0.02660886534
1098	0.02657909037
1099	0.02653751169
1100	0.0264649214
1101	0.0264245674
1102	0.02637855633
1103	0.02634660781
1104	0.02624928322
1105	0.02616407675
1106	0.0261332428
1107	0.02606982912
1108	0.02604297096
1109	0.02599744755
1110	0.02593527703
1111	0.02589012033
1112	0.02585620813
1113	0.02582249
1114	0.02577932689
1115	0.02572620932
1116	0.02567411811
1117	0.02563271325
1118	0.02557906137
1119	0.02552598614
1120	0.02548138962
1121	0.0254603544
1122	0.02542072899
1123	0.02539077051
1124	0.02535104468
1125	0.02531650588
1126	0.02526992346
1127	0.02522424355
1128	0.02518623145
1129	0.02512050356
1130	0.02509650163
1131	0.02504942993
1132	0.02501488768
1133	0.02491916474
1134	0.02487764975
1135	0.02483169215
1136	0.02478035095
1137	0.02467960818
1138	0.02465490764
1139	0.0246194133
1140	0.02455962145
1141	0.02446837556
1142	0.02437965375
1143	0.02433697512
1144	0.02427943875
1145	0.02424195256
1146	0.02421396048
1147	0.02415746716
1148	0.0241134488
1149	0.02405773586
1150	0.02400064101
1151	0.02398055623
1152	0.02394282933
1153	0.02391046079
1154	0.02387693465
1155	0.02381435433
1156	0.02377849067
1157	0.02374665369
1158	0.02370527997
1159	0.02363011752
1160	0.02358974664
1161	0.02352792331
1162	0.02348832372
1163	0.02343924159
1164	0.02339905202
1165	0.0233642952
1166	0.02331798704
1167	0.02328135018
1168	0.02324146363
1169	0.02320511515
1170	0.02315264278
1171	0.02312383585
1172	0.02309025763
1173	0.02305299549
1174	0.02300105484
1175	0.02293616314
1176	0.02290173949
1177	0.02287229453
1178	0.02283159016
1179	0.02280489091
1180	0.02272295024
1181	0.02265962308
1182	0.02262096342
1183	0.02258818237
1184	0.02256075959
1185	0.02252822258
1186	0.02247835701
1187	0.02244857259
1188	0.0223801174
1189	0.02235649772
1190	0.02232123131
1191	0.02228013547
1192	0.02226229335
1193	0.02222533713
1194	0.02219660114
1195	0.02216407067
1196	0.02212267569
1197	0.02207918471
1198	0.02204810686
1199	0.0220074247
1200	0.02197268918
1201	0.0219360294
1202	0.02189298415
1203	0.02187887858
1204	0.02184699847
1205	0.0217817324
1206	0.02175222585
1207	0.02172280434
1208	0.02169072622
1209	0.02162768921
1210	0.02159689971
1211	0.0215575222
1212	0.02148213119
1213	0.02144221291
1214	0.02141120281
1215	0.02138012174
1216	0.0213341727
1217	0.02127308767
1218	0.02123535114
1219	0.02119679628
1220	0.02116020166
1221	0.0211360497
1222	0.02110514058
1223	0.02107857513
1224	0.02103793178
1225	0.02100849439
1226	0.02096790011
1227	0.02093124369
1228	0.02090080698
1229	0.02085141652
1230	0.02083229102
1231	0.02081045279
1232	0.02075693877
1233	0.02072609333
1234	0.02070583177
1235	0.02067594304
1236	0.02064203775
1237	0.02062046167
1238	0.02058466098
1239	0.02054853135
1240	0.02050534088
1241	0.02043525415
1242	0.02036694293
1243	0.02033676
1244	0.02031885356
1245	0.02028590458
1246	0.02024600019
1247	0.02021242272
1248	0.0201785753
1249	0.02014332907
1250	0.02009994036
1251	0.02005870136
1252	0.02002650791
1253	0.01998041039
1254	0.01993836136
1255	0.0199184557
1256	0.01989023177
1257	0.01986828271
1258	0.01983510155
1259	0.01980290274
1260	0.0197769464
1261	0.01975573677
1262	0.01972209964
1263	0.01970057886
1264	0.01968207786
1265	0.01964661884
1266	0.01959804347
1267	0.01953237258
1268	0.01950141867
1269	0.01945011691
1270	0.01942983576
1271	0.01939361762
1272	0.01935646741
1273	0.01933861109
1274	0.01929318974
1275	0.01923105604
1276	0.01920455651
1277	0.01916844723
1278	0.01913279249
1279	0.01910789291
1280	0.01903971578
1281	0.01901722872
1282	0.01897424475
1283	0.0189434236
1284	0.01891726329
1285	0.01888626759
1286	0.01886201633
1287	0.01884337065
1288	0.01881101453
1289	0.0187748844
1290	0.01872605254
1291	0.01869461007
1292	0.0186664931
1293	0.01864648478
1294	0.01863386771
1295	0.01860506523
1296	0.01858325175
1297	0.0185540837
1298	0.01852949624
1299	0.01848222842
1300	0.01846297934
1301	0.01843174767
1302	0.01839326404
1303	0.01836902786
